section,start_page,end_page,id,filename
E.3. Report on how due account was taken of any comments received:,32,32,700,700_1._cdm_-_pdd.pdf
A.1 Title of the project activity:,1,1,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.2. Description of the project activity:,1,1,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.3. Project participants:,1,1,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.4. Technical description of the project activity:,1,1,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.4.1. Location of the project activity:,1,2,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.4.2. Category (ies) of project activity:,2,2,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.4.3. Technology to be employed by the project activity:,2,3,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.4.4. Brief explanation of how the anthropogenic emissions of anthropogenic greenhouse gas,3,4,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.4.5. Public funding of the project activity:,4,5,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
B.1. Title and reference of the approved baseline methodology applied to the project activity:,5,5,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
B.1.1. Justification of the choice of the methodology and why it is applicable to the project,5,5,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
B.2. Description of how the methodology is applied in the context of the project activity:,5,9,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
B.3. Description of how the anthropogenic emissions of GHG by sources are reduced below those,9,14,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
B.4. Description of how the definition of the project boundary related to the baseline methodology,14,14,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
"B.5. Details of baseline information, including the date of completion of the baseline study and the",14,16,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
C.1 Duration of the project activity:,16,16,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
C.1.1. Starting date of the project activity:,16,16,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
C.1.2. Expected operational lifetime of the project activity:,16,16,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
C.2 Choice of the crediting period and related information:,16,16,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
C.2.1. Renewable crediting period,16,16,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
C.2.2. Fixed crediting period:,16,17,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
D.1. Name and reference of approved monitoring methodology applied to the project activity:,17,17,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
D.2. Justification of the choice of the methodology and why it is applicable to the project activity:,17,22,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
D.2.3. Treatment of leakage in the monitoring plan,22,22,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
"D.2.4. Description of formulae used to estimate emission reductions for the project activity (for each gas, source, formulae/algorithm, emissions",22,23,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
D.3. Quality control (QC) and quality assurance (QA) procedures are being undertaken for data monitored,23,23,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
D.4 Please describe the operational and management structure that the project operator will implement in order to monitor emission reductions and,23,25,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
D.5 Name of person/entity determining the monitoring methodology:,25,26,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
E.1. Estimate of GHG emissions by sources:,26,26,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
E.2. Estimated leakage:,26,26,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
E.3. The sum of E.1 and E.2 representing the project activity emissions:,26,26,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
E.4. Estimated anthropogenic emissions by sources of greenhouse gases of the baseline:,26,26,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
E.5. Difference between E.4 and E.3 representing the emission reductions of the project,26,26,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
E.6. Table providing values obtained when applying formulae above:,26,28,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
"F.1. Documentation on the analysis of the environmental impacts, including transboundary",28,29,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
F.2. If environmental impacts are considered significant by the project participants or the,29,30,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
G.1. Brief description how comments by local stakeholders have been invited and compiled:,30,30,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
G.2. Summary of the comments received:,30,31,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
G.3. Report on how due account was taken of any comments received:,31,31,89,89_pdd-xinjiang_dabancheng_sanchang_first_phase_wind_farm_project.pdf
A.1. Title of the small-scale project activity:,2,2,153,153_niel-registered_pdd.pdf
A.2. Description of the small-scale project activity:,2,3,153,153_niel-registered_pdd.pdf
A.3. Project participants:,3,3,153,153_niel-registered_pdd.pdf
A.4. Technical description of the small-scale project activity:,3,3,153,153_niel-registered_pdd.pdf
A.4.1. Location of the small-scale project activity:,3,6,153,153_niel-registered_pdd.pdf
A.4.2. Type and category(ies) and technology of the small-scale project activity:,6,8,153,153_niel-registered_pdd.pdf
A.4.3. Brief explanation of how the anthropogenic emissions of anthropogenic greenhouse gas,8,9,153,153_niel-registered_pdd.pdf
A.4.4. Public funding of the small-scale project activity:,9,9,153,153_niel-registered_pdd.pdf
A.4.5. Confirmation that the small-scale project activity is not a debundled component of a larger,9,10,153,153_niel-registered_pdd.pdf
B.1. Title and reference of the approved baseline methodology applied to the small-scale project,10,10,153,153_niel-registered_pdd.pdf
B.2 Project category applicable to the small-scale project activity:,10,11,153,153_niel-registered_pdd.pdf
B.3. Description of how the anthropogenic emissions of GHG by sources are reduced below those,11,14,153,153_niel-registered_pdd.pdf
B.4. Description of how the definition of the project boundary related to the baseline methodology,14,15,153,153_niel-registered_pdd.pdf
B.5. Details of the baseline and its development:,15,16,153,153_niel-registered_pdd.pdf
C.1. Duration of the small-scale project activity:,16,16,153,153_niel-registered_pdd.pdf
C.1.1. Starting date of the small-scale project activity:,16,16,153,153_niel-registered_pdd.pdf
C.1.2. Expected operational lifetime of the small-scale project activity:,16,16,153,153_niel-registered_pdd.pdf
C.2. Choice of crediting period and related information:,16,16,153,153_niel-registered_pdd.pdf
C.2.1. Renewable crediting period:,16,16,153,153_niel-registered_pdd.pdf
C.2.2. Fixed crediting period:,16,17,153,153_niel-registered_pdd.pdf
D.1. Name and reference of approved monitoring methodology applied to the small-scale project,17,17,153,153_niel-registered_pdd.pdf
D.2. Justification of the choice of the methodology and why it is applicable to the small-scale project,17,21,153,153_niel-registered_pdd.pdf
D.3 Data to be monitored:,21,24,153,153_niel-registered_pdd.pdf
D.4. Qualitative explanation of how quality control (QC) and quality assurance (QA) procedures,24,25,153,153_niel-registered_pdd.pdf
D.5. Please describe briefly the operational and management structure that the project,25,26,153,153_niel-registered_pdd.pdf
D.6. Name of person/entity determining the monitoring methodology:,26,27,153,153_niel-registered_pdd.pdf
E.1. Formulae used:,27,27,153,153_niel-registered_pdd.pdf
E.1.1 Selected formulae as provided in appendix B:,27,27,153,153_niel-registered_pdd.pdf
E.1.2 Description of formulae when not provided in appendix B:,27,36,153,153_niel-registered_pdd.pdf
E.2 Table providing values obtained when applying formulae above:,36,37,153,153_niel-registered_pdd.pdf
"F.1. If required by the host Party, documentation on the analysis of the environmental impacts of",37,38,153,153_niel-registered_pdd.pdf
G.1. Brief description of how comments by local stakeholders have been invited and compiled:,38,39,153,153_niel-registered_pdd.pdf
G.2. Summary of the comments received:,39,40,153,153_niel-registered_pdd.pdf
G.3. Report on how due account was taken of any comments received:,40,40,153,153_niel-registered_pdd.pdf
1.12.1 Right of Use,10,10,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.12.2 Emissions Trading Programs and Other Binding Limits,10,11,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.12.3 Other Forms of Environmental Credit,11,11,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.12.4 Participation under Other GHG Programs,11,11,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.12.5 Projects Rejected by Other GHG Programs,11,11,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.13.1 Eligibility Criteria,11,12,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.13.2 Leakage Management,12,12,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.13.3 Commercially Sensitive Information,12,12,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
1.13.4 Further Information,12,12,1458,1458_pheder_vcs_project_description_30-11-2015_final.pdf
A.1. Purpose and general description of project activity,1,2,2076,2076_6143_1_revised_pdd.pdf
A.2. Location of project activity,2,2,2076,2076_6143_1_revised_pdd.pdf
A.2.1. Host Party(ies),2,2,2076,2076_6143_1_revised_pdd.pdf
A.2.2. Region/State/Province etc.,2,2,2076,2076_6143_1_revised_pdd.pdf
A.2.3. City/Town/Community etc.,2,2,2076,2076_6143_1_revised_pdd.pdf
A.2.4. Physical/Geographical location,2,3,2076,2076_6143_1_revised_pdd.pdf
A.3. Technologies and/or measures,3,5,2076,2076_6143_1_revised_pdd.pdf
A.4. Parties and project participants,5,6,2076,2076_6143_1_revised_pdd.pdf
A.5. Public funding of project activity,6,6,2076,2076_6143_1_revised_pdd.pdf
B.1. Reference of methodology,6,6,2076,2076_6143_1_revised_pdd.pdf
B.2. Applicability of methodology,6,7,2076,2076_6143_1_revised_pdd.pdf
B.3. Project boundary,7,8,2076,2076_6143_1_revised_pdd.pdf
B.4. Establishment and description of baseline scenario,8,11,2076,2076_6143_1_revised_pdd.pdf
B.5. Demonstration of additionality,11,18,2076,2076_6143_1_revised_pdd.pdf
B.6. Emission reductions,18,18,2076,2076_6143_1_revised_pdd.pdf
B.6.1. Explanation of methodological choices,18,24,2076,2076_6143_1_revised_pdd.pdf
B.6.2. Data and parameters fixed ex ante,24,26,2076,2076_6143_1_revised_pdd.pdf
B.6.3. Ex ante calculation of emission reductions,26,29,2076,2076_6143_1_revised_pdd.pdf
B.6.4. Summary of ex ante estimates of emission reductions,29,29,2076,2076_6143_1_revised_pdd.pdf
B.7. Monitoring plan,29,29,2076,2076_6143_1_revised_pdd.pdf
B.7.1. Data and parameters to be monitored,29,30,2076,2076_6143_1_revised_pdd.pdf
B.7.2. Sampling plan,30,31,2076,2076_6143_1_revised_pdd.pdf
B.7.3. Other elements of monitoring plan,31,33,2076,2076_6143_1_revised_pdd.pdf
C.1. Duration of project activity,33,33,2076,2076_6143_1_revised_pdd.pdf
C.1.1. Start date of project activity,33,33,2076,2076_6143_1_revised_pdd.pdf
C.1.2. Expected operational lifetime of project activity,33,33,2076,2076_6143_1_revised_pdd.pdf
C.2. Crediting period of project activity,33,33,2076,2076_6143_1_revised_pdd.pdf
C.2.1. Type of crediting period,33,33,2076,2076_6143_1_revised_pdd.pdf
C.2.2. Start date of crediting period,33,33,2076,2076_6143_1_revised_pdd.pdf
C.2.3. Length of crediting period,33,33,2076,2076_6143_1_revised_pdd.pdf
D.1. Analysis of environmental impacts,33,34,2076,2076_6143_1_revised_pdd.pdf
D.2. Environmental impact assessment,34,35,2076,2076_6143_1_revised_pdd.pdf
E.1. Solicitation of comments from local stakeholders,35,36,2076,2076_6143_1_revised_pdd.pdf
E.2. Summary of comments received,36,37,2076,2076_6143_1_revised_pdd.pdf
E.3. Report on consideration of comments received,37,37,2076,2076_6143_1_revised_pdd.pdf
1.3 Estimated amount of emission reductions over the,1,1,358,358_8.92_mw_bundle_vcs_pd.pdf
1.4 A brief description of the project:,1,2,358,358_8.92_mw_bundle_vcs_pd.pdf
1.5 Project location including geographic and physical,2,5,358,358_8.92_mw_bundle_vcs_pd.pdf
1.6 Duration of the project activity/crediting period:,5,6,358,358_8.92_mw_bundle_vcs_pd.pdf
1.7 Conditions prior to project initiation:,6,7,358,358_8.92_mw_bundle_vcs_pd.pdf
1.8 A description of how the project will achieve GHG,7,7,358,358_8.92_mw_bundle_vcs_pd.pdf
"1.9 Project technologies, products, services and the",7,9,358,358_8.92_mw_bundle_vcs_pd.pdf
1.10 Compliance with relevant local laws and regulations,9,9,358,358_8.92_mw_bundle_vcs_pd.pdf
1.11 Identification of risks that may substantially,9,9,358,358_8.92_mw_bundle_vcs_pd.pdf
1.12 Demonstration to confirm that the project was not,9,10,358,358_8.92_mw_bundle_vcs_pd.pdf
1.13 Demonstration that the project has not created,10,10,358,358_8.92_mw_bundle_vcs_pd.pdf
1.14 Project rejected under other GHG programs (if,10,10,358,358_8.92_mw_bundle_vcs_pd.pdf
"1.15 Project proponents roles and responsibilities,",10,15,358,358_8.92_mw_bundle_vcs_pd.pdf
1.16 Any information relevant for the eligibility of the,15,16,358,358_8.92_mw_bundle_vcs_pd.pdf
1.17 List of commercially sensitive information (if,16,16,358,358_8.92_mw_bundle_vcs_pd.pdf
2.1 Title and reference of the VCS methodology applied to,16,17,358,358_8.92_mw_bundle_vcs_pd.pdf
2.2 Justification of the choice of the methodology and,17,18,358,358_8.92_mw_bundle_vcs_pd.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the",18,19,358,358_8.92_mw_bundle_vcs_pd.pdf
2.4 Description of how the baseline scenario is,19,20,358,358_8.92_mw_bundle_vcs_pd.pdf
2.5 Description of how the emissions of GHG by source in,20,24,358,358_8.92_mw_bundle_vcs_pd.pdf
3.1 Title and reference of the VCS methodology (which,24,24,358,358_8.92_mw_bundle_vcs_pd.pdf
"3.2 Monitoring, including estimation, modelling,",24,26,358,358_8.92_mw_bundle_vcs_pd.pdf
3.3 Data and parameters monitored / selecting relevant,26,28,358,358_8.92_mw_bundle_vcs_pd.pdf
3.4 Description of the monitoring plan,28,30,358,358_8.92_mw_bundle_vcs_pd.pdf
4.1 Explanation of methodological choice:,30,30,358,358_8.92_mw_bundle_vcs_pd.pdf
4.2 Quantifying GHG emissions and/or removals for the,30,33,358,358_8.92_mw_bundle_vcs_pd.pdf
4.3 Quantifying GHG emissions and/or removals for the,33,33,358,358_8.92_mw_bundle_vcs_pd.pdf
A.1. Title of the small-scale project activity:,2,2,621,621_cdm_pdd.pdf
A.2. Description of the small-scale project activity:,2,3,621,621_cdm_pdd.pdf
A.3. Project participants:,3,3,621,621_cdm_pdd.pdf
A.4. Technical description of the small-scale project activity:,3,3,621,621_cdm_pdd.pdf
A.4.1. Location of the small-scale project activity:,3,5,621,621_cdm_pdd.pdf
A.4.2. Type and category (ies) and technology of the small-scale project activity:,5,7,621,621_cdm_pdd.pdf
A.4.3. Brief explanation of how the anthropogenic emissions of anthropogenic greenhouse gas,7,7,621,621_cdm_pdd.pdf
A.4.4. Public funding of the small-scale project activity:,7,7,621,621_cdm_pdd.pdf
A.4.5. Confirmation that the small-scale project activity is not a debundled component of a larger,7,8,621,621_cdm_pdd.pdf
B.1. Title and reference of the approved baseline methodology applied to the small-scale project,8,8,621,621_cdm_pdd.pdf
B.2 Project category applicable to the small-scale project activity:,8,9,621,621_cdm_pdd.pdf
B.3. Description of how the anthropogenic emissions of GHG by sources are reduced below those,9,12,621,621_cdm_pdd.pdf
B.4. Description of how the definition of the project boundary related to the baseline methodology,12,13,621,621_cdm_pdd.pdf
B.5. Details of the baseline and its development:,13,14,621,621_cdm_pdd.pdf
C.1. Duration of the small-scale project activity:,14,14,621,621_cdm_pdd.pdf
C.1.1. Starting date of the small-scale project activity:,14,14,621,621_cdm_pdd.pdf
C.1.2. Expected operational lifetime of the small-scale project activity:,14,14,621,621_cdm_pdd.pdf
C.2. Choice of crediting period and related information:,14,14,621,621_cdm_pdd.pdf
C.2.1. Renewable crediting period:,14,14,621,621_cdm_pdd.pdf
C.2.2. Fixed crediting period:,14,14,621,621_cdm_pdd.pdf
D.1. Name and reference of approved monitoring methodology applied to the small-scale project,14,15,621,621_cdm_pdd.pdf
D.2. Justification of the choice of the methodology and why it is applicable to the small-scale project,15,16,621,621_cdm_pdd.pdf
D.3 Data to be monitored:,16,18,621,621_cdm_pdd.pdf
D.4. Qualitative explanation of how quality control (QC) and quality assurance (QA) procedures,18,18,621,621_cdm_pdd.pdf
D.5. Please describe briefly the operational and management structure that the project,18,21,621,621_cdm_pdd.pdf
D.6. Name of person/entity determining the monitoring methodology:,21,21,621,621_cdm_pdd.pdf
E.1. Formulae used:,21,21,621,621_cdm_pdd.pdf
E.1.1 Selected formulae as provided in appendix B:,21,21,621,621_cdm_pdd.pdf
E.1.2 Description of formulae when not provided in appendix B:,21,24,621,621_cdm_pdd.pdf
E.2 Table providing values obtained when applying formulae above:,24,25,621,621_cdm_pdd.pdf
"F.1. If required by the host Party, documentation on the analysis of the environmental impacts of",25,25,621,621_cdm_pdd.pdf
G.1. Brief description of how comments by local stakeholders have been invited and compiled:,25,26,621,621_cdm_pdd.pdf
G.2. Summary of the comments received:,26,26,621,621_cdm_pdd.pdf
G.3. Report on how due account was taken of any comments received:,26,26,621,621_cdm_pdd.pdf
1.1 Summary Description of the Project,3,5,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.2 Project Eligibility,5,5,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.3 Project Design,5,7,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.4 Project Proponent,7,7,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.5 Other Entities Involved in the Project,7,8,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.6 Ownership,8,8,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.7 Project Start Date,8,8,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.8 Project Crediting Period,8,8,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.9 Project Scale and Estimated GHG Emission Reductions or Removals,8,11,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.10 Description of the Project Activity,11,12,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.11 Project Location,12,13,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.12 Conditions Prior to Project Initiation,13,18,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
"1.13 Compliance with Laws, Statutes and Other Regulatory Frameworks",18,19,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.14 Participation under Other GHG Programs,19,19,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.14.1 Projects Registered (or seeking registration) under Other GHG Program(s),19,19,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.14.2 Projects Rejected by Other GHG Programs,19,19,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.15 Other Forms of Credit,19,20,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.15.1 Emissions Trading Programs and Other Binding Limits,20,20,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.15.2 Other Forms of Environmental Credit,20,20,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.16 Sustainable Development Contributions,20,20,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.16.1 Sustainable Development Contributions/Activity Description,20,24,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
1.17 Additional Information Relevant to the Project,24,24,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
2.1 No Net Harm,24,24,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
2.2 Local Stakeholder Consultation,24,26,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
2.3 Environmental Impact,26,26,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
2.4 Public Comments,26,26,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
2.5 AFOLU-Specific Safeguards,26,26,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
3.1 Title and Reference of Methodology,26,26,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
3.2 Applicability of Methodology,26,28,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
3.3 Project Boundary,28,30,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
3.4 Baseline Scenario,30,31,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
3.5 Additionality,31,31,3431,3431_vcs_pd-mr_16july22_v0.1.pdf
